title,abstract,pubdate
SISTEM PAKAR DIAGNOSA PENYAKIT TELINGA BERBASIS WEB MENGGUNAKAN FORWARD CHAINING,"Telinga, khususnya sebagai bagian dari sistem THT, sangat penting untuk dirawat dalam menjaga kesehatan pendengaran dan keseimbangan tubuh. Di samping itu, disayangkan bahwa masih banyak masyarakat yang sering mengabaikan dan meremehkan pentingnya penanganan penyakit telinga. Kebiasaan ini menyebabkan bahwa ketika penderita mencari perawatan medis, seringkali kondisinya sudah dalam keadaan parah karena keterbatasan akses ke dokter spesialis THT, biaya pemeriksaan yang mahal, dan keterlambatan diagnosis. Oleh karena itu, dibutuhkan suatu teknologi yang mempermudah pasien untuk mengidentifikasi gejala penyakit telinga secara dini seperti kecerdasan buatan . Salah satu contoh aplikasinya adalah sistem pakar. Sistem pakar ini memudahkan warga dalam melakukan konsultasi diagnosis atas penyakit yang di alami oleh pasien penyakit telinga. Tujuan dari penelitian ini adalah untuk menghasilkan sistem pakar yang dapat digunakan untuk mendiagnosa penyakit telinga pada manusia dengan metode forward chaining. Hasil dari penelitian ini adalah sistem pakar ini dapat menampilkan hasil persentase diagnosis penyakit telinga yang didapatkan dari gejala yang dipilih pengguna dengan mencocokkannya dengan basis aturan. Penelitian ini dapat digunakan untuk memberikan diagnosis penyakit telinga yang dirasakan oleh pasien dan memberikan solusi atas penyakit tersebut, tanpa harus menemui dokter spesialis THT. Collapse",9 May 2024
Integrasi AI Dalam Misi Kristen: Peluang Dan Tantangan Dalam Penginjilan Dan Pengajaran Alkitab,"Penerapan teknologi AI dalam misi Kristen menjanjikan potensi untuk meningkatkan efektivitas penginjilan dan pengajaran Alkitab. Meskipun teknologi AI menawarkan berbagai peluang, pengintegrasian teknologi ini dalam konteks misi Kristen juga menimbulkan berbagai tantangan yang perlu diatasi, yaitu bagaimana teknologi AI dapat dioptimalkan untuk mendukung upaya penginjilan dan pengajaran Alkitab, serta mengatasi hambatan-hambatan yang mungkin muncul dalam implementasinya. Dalam mengeksplorasi integrasi kecerdasan buatan (AI) dalam konteks misi Kristen, penelitian ini menggunakan metode library research. Metode ini memberikan landasan yang kuat bagi penulis untuk mendalami pemahaman tentang peluang dan tantangan yang terkait dengan penerapan AI dalam meningkatkan efektivitas penginjilan dan pengajaran Alkitab dalam lingkungan gereja. Temuan Penelitian dari penelitian ini adalah penggunaan teknologi kecerdasan buatan (AI) dalam pelayanan gereja dan penginjilan menawarkan potensi besar untuk memperluas dampak dan efektivitas pelayanan gereja. Namun, integrasi AI dalam konteks misi Kristen juga menimbulkan sejumlah tantangan, termasuk masalah etika, keamanan data, biaya implementasi, dan perubahan budaya dalam gereja. Dari rangkaian penjelasan di atas, maka dapat disimpulkan penggunaan teknologi AI dalam pelayanan gereja dan penginjilan membawa implikasi teologis dan etis yang signifikan. Dengan refleksi teologis yang cermat dan pertimbangan etis yang bijaksana, gereja dapat memanfaatkan teknologi ini dengan cara yang memuliakan Tuhan, menghormati martabat manusia, dan memperkuat pelayanan gereja untuk kemuliaan-Nya. Kata Kunci: Integrasi AI; Misi Kristen; Peluang dan Tantangan Misi; Penginjilan; Pengajaran Alkitab Collapse",3 December 2024
Sistem Pakar Diagnosa Rheumatoid Arthritis dengan Menerapkan Algoritma Teorema Bayes,"Penyakit tulang, seperti Rheumatoid Arthritis (RA), dapat dipicu oleh penuaan, gaya hidup tidak sehat, cedera, dan faktor genetik. RA, kondisi kronis pada tulang, seringkali memengaruhi wilayah-wilayah tertentu dalam tubuh, menyebabkan peradangan pada sendi yang dapat mengakibatkan kerusakan dan deformitas sendi. Meskipun belum sepenuhnya dipahami, faktor genetik dan lingkungan diyakini berperan dalam perkembangan RA. Gejala RA melibatkan nyeri, pembengkakan, keterbatasan gerakan, dan deformitas sendi. Penanganan yang efektif sangat penting, meskipun belum ada obat yang menyembuhkan RA sepenuhnya. Sistem kecerdasan buatan , berbasis pada algoritma teorema Bayes, muncul sebagai solusi potensial untuk memfasilitasi diagnosis penyakit tulang tanpa perlu pertemuan langsung antara dokter dan pasien. Algoritma teorema Bayes, yang mencerminkan kecerdasan buatan , telah berhasil diterapkan dalam berbagai penelitian diagnosa penyakit, termasuk hipertensi, presbiopi, anemia, dan karies gigi. Dalam konteks RA, penelitian ini mengidentifikasi kemungkinan bahwa sekitar 71.39% pasien menderita sindrom RA berdasarkan analisis data menggunakan algoritma teorema Bayes. Riset ini bertujuan meningkatkan efisiensi dan objektivitas dalam mendiagnosis RA, mengeksplorasi potensi algoritma teorema Bayes dalam mengidentifikasi kondisi kesehatan pasien berdasarkan gejala atau keluhan. Dengan pendekatan ini, diharapkan proses diagnosis dapat menjadi lebih efisien dan objektif, memberikan manfaat bagi pasien dan dokter dalam mengelola penyakit tulang. Collapse",17 January 2024
Pelatihan dan Pengembangan Media Pembelajaran Bagi Guru Bidang Studi Pada SMAN 5 Pekanbaru Berbasis AI,"Proses belajar mengajar adalah interaksi antara guru dan murid, yang diakhiri dengan proses evaluasi hasil belajar dalam upaya mencapai tujuan pembelajaran yang berlangsung dalam suatu lokasi dan jangka waktu tertentu. Dalam proses pembelajaran dibutuhkan media pembelajaran dalam peyampaian materi agar siswa lebih memahami materi yang diberikan. Oleh sebab itu, usulan kegiatan pengabdian kepada masyarakat (PkM) kali ini yakni memberikan pelatihan kepada guru untuk membuat media pembelajaran dengan pendekatan kecerdasan buatan (AI). Kegiatan ini dilaksanakan bertujuan memberikan pelatihan pembuatan media pembelajaran berbasis AI dengan harapan dapat membantu para guru dalam menyiapkan materi atau bahan ajar pada bidang studi. Setelah dilaksanakan dan evaluasi kepada 54 responden dimana peserta diantaranya sebagian besar adalah para guru diperoleh hasil 34 dari 54 responden (63%) dapat meringankan dan membantu pekerjaan dalam membuat perangkat pembelajaran cepat dan akurat, 19 dari 54 responden (35%) dapat menambah pengetahuan, wawasan dan ilmu baru serta sisanya sekitar 2% masih jauh lebih baik merancang materi ajar sendiri sekalipun tidak menafikan perangkat kecerdasan buatan ini sebagai sesuatu yang baru dan bagus bagi para guru. Collapse",29 February 2024
Pengaruh Teknologi Industri 5.0 terhadap Efisiensi Manajemen Produksi di Perusahaan Manufaktur,"Penelitian ini bertujuan untuk menganalisis dampak penerapan teknologi Industri 5.0 terhadap efisiensi manajemen produksi di sektor manufaktur. Industri 5.0 dianggap sebagai tahap lanjutan dari Industri 4.0, yang menekankan pada integrasi teknologi mutakhir seperti kecerdasan buatan (AI), Internet of Things (IoT), dan big data, dengan fokus pada kolaborasi manusia dan mesin yang lebih manusiawi serta kesejahteraan pekerja. Teknologi ini diharapkan dapat meningkatkan produktivitas, mengurangi kesalahan manusia, serta mempercepat proses produksi melalui otomatisasi dan analisis data yang lebih akurat. Penelitian ini menggunakan metode kuantitatif dengan pendekatan survei pada berbagai perusahaan manufaktur di Indonesia. Data diperoleh melalui kuesioner yang disebarkan kepada manajer produksi dan teknisi yang terlibat dalam penggunaan teknologi canggih dalam proses produksi. Temuan penelitian menunjukkan bahwa penerapan teknologi Industri 5.0 berpengaruh signifikan terhadap efisiensi produksi, baik dari segi waktu, biaya, maupun kualitas produk yang dihasilkan. Selain itu, perusahaan yang telah mengadopsi teknologi ini cenderung mengalami peningkatan output, tingkat kerusakan produk yang lebih rendah, dan waktu henti produksi yang lebih singkat. Penggunaan teknologi yang lebih personal dan interaktif juga meningkatkan kolaborasi antara manusia dan mesin, mempermudah penyesuaian terhadap permintaan pasar yang dinamis. Penelitian ini menyoroti pentingnya transisi menuju Industri 5.0 untuk mencapai efisiensi produksi optimal, yang pada gilirannya dapat meningkatkan daya saing perusahaan manufaktur di tengah kompleksitas globalisasi. Collapse",15 November 2024
PERAN KEWIRAUSAHAAN SOSIAL DALAM MEMBANGUN EKONOMI KREATIF BERKELANJUTAN DI MASA SOCIETY 5.0,"Wabah Covid-19 telah mempercepat perjalanan menuju Society 5.0, sebuah era yang mengedepankan integrasi antara manusia dengan teknologi untuk meningkatkan kualitas hidup serta menyelesaikan tantangan sosial, ekonomi, dan lingkungan. Society 5.0 atau masyarakat 5.0 menyoroti pemanfaatan teknologi seperti Internet of Things (IoT), analisis big data dan kecerdasan buatan (AI) guna membentuk masyarakat yang lebih maju. Di tengahnya, kewirausahaan sosial, sebagai fenomena baru yang menggabungkan tujuan ekonomi dan sosial, memegang peran kunci dalam meraih Tujuan Pembangunan Berkelanjutan (SDGs) dengan menangani berbagai masalah. Kendati kewirausahaan sosial telah memberikan kontribusi yang signifikan terhadap ekonomi kreatif di Indonesia, namun masih menghadapi tantangan seperti kesenjangan digital dan dampak otomatisasi pada lapangan pekerjaan. Untuk mempercepat transisi menuju Society 5.0 serta mendukung perkembangan kewirausahaan sosial, diperlukan sinergi antara pemerintah, sektor swasta, dan masyarakat. Tindakan nyata termasuk investasi dalam infrastruktur teknologi dan pendidikan, pembentukan kebijakan yang mendukung inovasi dan kewirausahaan sosial, serta peningkatan kesadaran dan kapasitas masyarakat mengenai potensi serta tantangan dari era digital ini. Collapse",28 August 2024
Penggunaan Artificial Intelligence (AI) Dalam Meningkatkan Literasi Digital Pada Lembaga Pendidikan Islam,"Literasi digital telah menjadi keterampilan penting dalam era digital saat ini. Di lembaga pendidikan Islam, peningkatan literasi digital menjadi suatu kebutuhan mendesak untuk mempersiapkan generasi muda menghadapi tantangan teknologi. Kecerdasan buatan (AI) telah mendapat perhatian luas dalam konteks pendidikan, dan penggunaannya dalam meningkatkan literasi digital semakin menonjol. Artikel ini bertujuan untuk menjelaskan bagaimana AI dapat digunakan untuk meningkatkan literasi digital di lembaga pendidikan Islam. Penelitian ini merupakan studi literatur yang melibatkan analisis dan sintesis berbagai sumber literatur terkait penggunaan AI dalam meningkatkan literasi digital. Penelitian dilakukan dengan mengeksplorasi berbagai artikel, buku, dan laporan terkait yang mencakup praktik terbaik, aplikasi, dan dampak penggunaan AI dalam konteks literasi digital di lembaga pendidikan Islam. Hasil studi literatur menunjukkan bahwa penggunaan AI dalam lembaga pendidikan Islam dapat mencakup pembelajaran adaptif, pengenalan bahasa alami, analisis data siswa, dan pembimbingan personal. AI mampu memberikan pengalaman belajar yang disesuaikan dan meningkatkan pemahaman siswa tentang literasi digital. Dengan pendekatan yang tepat, AI dapat membantu mengatasi tantangan literasi digital di lembaga pendidikan Islam. Collapse",23 March 2024
IMPLEMENTASI API CHAT GPT PADA APLIKASI RESTORAN BERBASIS WEBSITE,"Kecerdasan Buatan atau Artificial Intelligence adalah sebuah sistem komputer yang berkembang dengan sangat pesat yang memungkinkan mesin untuk meniru perilaku manusia dan memiliki kemampuan untuk melakukan tugas yang biasanya memerlukan kecerdasan manusia. Kecerdasan buatan memungkinkan mesin untuk belajar dari data, mengenali pola, membuat keputusan, dan menyelesaikan masalah tanpa intervensi manusia secara langsung. Oleh karena itu Selaras Rasa Nusantara mengambil langkah untuk meningkatkan pengalaman pengguna dalam melakukan interaksi pada website. Selaras Rasa Nusantara adalah sebuah restoran yang menawarkan beragam macam hidangan Indonesia yang autentik dan berkualitas. Dengan mengimplementasikan API ChatGPT, website dapat memberikan layanan tanya jawab kepada pelanggan yang lebih cepat, responsif dan akurat. Pelanggan dapat menanyakan berbagai macam resep hidangan yang ada pada website dan akan dijawab secara langsung oleh ChatGPT. Perancangan ini menggunakan metode waterfall, dimulai dari analisis kebutuhan sistem, perancangan sistem, implementasi coding, pengujian program dan pemelihatan program. Dengan demikian, implementasi API ChatGPT pada situs website Selaras Rasa Nusantara adalah langkah yang diambil dalam meningkatkan kualitas layanan dan pengalaman pengguna dalam industri makanan dan minuman Indonesia. Collapse",3 August 2024
Gagasan Pengaturan Artificial Intelligence Terhadap Pertanggung Jawaban Pidana di Indonesia,"Tulisan ini secara umum bertujuan untuk mengetahui pengaturan Artificial Intelegence (AI) terhadap pertanggungjawaban pidana di Indonesia. Tulisan ini memfokuskan pada dua hal yaitu, pertama, alasan-alasan terkait pentingnya pengaturan AI terhadap pertanggungjawaban pidana. Kedua, konsep pengaturan AI terhadap pertanggungjawaban pidana di Indonesia. Kecerdasan buatan memiliki potensi luar biasa untuk melakukan hal baik, juga dapat melakukan hal buruk terutama pada hal-hal yang tidak dapat diantisipasi. Perbuatan hukum yang “dilakukan” AI seharusnya dapat dipertanggungjawabkan. Tidak diakuinya AI sebagai subjek hukum menurut hukum positif Indonesia menimbulkan masalah baru yang harus diantisipasi mulai dari sekarang. Collapse",20 March 2024
Integrasi AI Dalam Misi Kristen: Peluang Dan Tantangan Dalam Penginjilan Dan Pengajaran Alkitab,"Penerapan teknologi AI dalam misi Kristen menjanjikan potensi untuk meningkatkan efektivitas penginjilan dan pengajaran Alkitab. Meskipun teknologi AI menawarkan berbagai peluang, pengintegrasian teknologi ini dalam konteks misi Kristen juga menimbulkan berbagai tantangan yang perlu diatasi, yaitu bagaimana teknologi AI dapat dioptimalkan untuk mendukung upaya penginjilan dan pengajaran Alkitab, serta mengatasi hambatan-hambatan yang mungkin muncul dalam implementasinya. Dalam mengeksplorasi integrasi kecerdasan buatan (AI) dalam konteks misi Kristen, penelitian ini menggunakan metode library research. Metode ini memberikan landasan yang kuat bagi penulis untuk mendalami pemahaman tentang peluang dan tantangan yang terkait dengan penerapan AI dalam meningkatkan efektivitas penginjilan dan pengajaran Alkitab dalam lingkungan gereja. Temuan Penelitian dari penelitian ini adalah penggunaan teknologi kecerdasan buatan (AI) dalam pelayanan gereja dan penginjilan menawarkan potensi besar untuk memperluas dampak dan efektivitas pelayanan gereja. Namun, integrasi AI dalam konteks misi Kristen juga menimbulkan sejumlah tantangan, termasuk masalah etika, keamanan data, biaya implementasi, dan perubahan budaya dalam gereja. Dari rangkaian penjelasan di atas, maka dapat disimpulkan penggunaan teknologi AI dalam pelayanan gereja dan penginjilan membawa implikasi teologis dan etis yang signifikan. Dengan refleksi teologis yang cermat dan pertimbangan etis yang bijaksana, gereja dapat memanfaatkan teknologi ini dengan cara yang memuliakan Tuhan, menghormati martabat manusia, dan memperkuat pelayanan gereja untuk kemuliaan-Nya. Kata Kunci: Integrasi AI; Misi Kristen; Peluang dan Tantangan Misi; Penginjilan; Pengajaran Alkitab Collapse",3 December 2024
Analisis Dampak Penggunaan Chatbot Ai Dalam Pembelajaran Di Kalangan Mahasiswa PGSD Universitas Jambi,"Perkembangan teknologi informasi dan komunikasi, khususnya chatbot berbasis kecerdasan buatan (AI), telah memberikan kontribusi signifikan dalam pendidikan. Penelitian ini bertujuan untuk mengevaluasi dampak penggunaan chatbot AI dalam pembelajaran mahasiswa Program Studi Pendidikan Guru Sekolah Dasar (PGSD) Universitas Jambi. Metode penelitian yang digunakan adalah kuantitatif deskriptif dengan teknik pengumpulan data melalui kuesioner, wawancara, dan observasi. Hasil penelitian menunjukkan bahwa chatbot AI meningkatkan efisiensi pembelajaran, dukungan akademik personal, dan motivasi belajar mahasiswa. Namun, terdapat keterbatasan dalam pemahaman kontekstual dan potensi penurunan interaksi manusiawi. Kesimpulan menggarisbawahi perlunya pengembangan lebih lanjut pada teknologi chatbot serta keseimbangan antara penggunaan AI dan interaksi manusia dalam pendidikan. Collapse",28 August 2024
Peran AI dalam Personalisasi Periklanan Digital: Studi Kasus Pemanfaatan Teknologi Berbasis AI dalam Aplikasi Spotify,"Penelitian ini mengkaji peran kecerdasan buatan (AI) dalam personalisasi periklanan digital dengan studi kasus pemanfaatan teknologi berbasis AI pada aplikasi Spotify. Latar belakang penelitian ini didasarkan pada semakin meningkatnya penggunaan AI dalam pemasaran digital, khususnya dalam memberikan pengalaman iklan yang lebih relevan dan efektif kepada pengguna. Metode yang digunakan dalam penelitian ini adalah metode penelitian kualitatif dengan pendekatan studi literatur atau studi kepustakaan dan observasi, dengan fokus pada analisis terhadap teknik personalisasi periklanan yang diterapkan oleh Spotify. Data dikumpulkan melalui observasi aplikasi, serta kajian pustaka yang mencakup literatur terkait penggunaan AI dalam personalisasi pemasaran digital. Penelitian ini juga menggunakan konsep-konsep utama, yaitu kecerdasan buatan dalam pemasaran digital dan personalisasi dalam periklanan, untuk menganalisis temuan yang diperoleh. Hasil penelitian menunjukkan bahwa Spotify memanfaatkan AI untuk menganalisis preferensi musik dan kebiasaan mendengarkan pengguna. Analisis terhadap temuan ini menunjukkan bahwa personalisasi berbasis AI tidak hanya meningkatkan efektivitas iklan, tetapi juga memperkuat loyalitas pengguna terhadap platform. Selain itu, pemanfaatan AI dalam personalisasi periklanan digital memberikan kontribusi signifikan dalam menciptakan pendekatan pemasaran yang lebih berorientasi pada kebutuhan individu sebagai pengguna. Collapse",31 December 2024
Pengaruh Teknologi 5G pada Evolusi Komunikasi: Sebuah Kajian Terhadap Perkembangan dan Implikasinya di Bidang Sains,"Teknologi 5G merepresentasikan titik balik dalam evolusi komunikasi dan sains, menjanjikan kecepatan, kapasitas, dan latensi yang sangat ditingkatkan dibandingkan dengan generasi sebelumnya. Kajian ini mengeksplorasi potensi transformasional dari 5G dalam berbagai sektor, khususnya dalam mendukung inovasi ilmiah melalui Internet of Things (IoT), kecerdasan buatan (AI), dan analisis big data. Dengan kemampuan untuk mempercepat eksperimen dan simulasi dalam berbagai bidang sains, serta memfasilitasi kolaborasi ilmiah jarak jauh, 5G diharapkan dapat mempercepat inovasi dan penemuan ilmiah. Namun, kajian ini juga mengidentifikasi tantangan yang dihadapi dalam implementasi dan adopsi 5G, termasuk isu keamanan data, kebutuhan akan investasi infrastruktur yang besar, dan potensi masalah kesehatan serta lingkungan. Kajian ini menyarankan pendekatan interdisipliner dalam penelitian untuk mengatasi tantangan ini dan memanfaatkan teknologi 5G secara maksimal. Selain itu, penekanan pada pengurangan penggunaan energi dan adopsi sumber energi terbarukan menunjukkan kebutuhan akan komunikasi yang lebih ramah lingkungan. Kesimpulannya, 5G memiliki potensi untuk merevolusi bidang sains dan teknologi, namun keberhasilannya tergantung pada kolaborasi antarsektoral dan pengembangan strategi yang komprehensif untuk mengatasi tantangan yang ada. Collapse",1 February 2024
Pelatihan dan Pengembangan Media Pembelajaran Bagi Guru Bidang Studi Pada SMAN 5 Pekanbaru Berbasis AI,"Proses belajar mengajar adalah interaksi antara guru dan murid, yang diakhiri dengan proses evaluasi hasil belajar dalam upaya mencapai tujuan pembelajaran yang berlangsung dalam suatu lokasi dan jangka waktu tertentu. Dalam proses pembelajaran dibutuhkan media pembelajaran dalam peyampaian materi agar siswa lebih memahami materi yang diberikan. Oleh sebab itu, usulan kegiatan pengabdian kepada masyarakat (PkM) kali ini yakni memberikan pelatihan kepada guru untuk membuat media pembelajaran dengan pendekatan kecerdasan buatan (AI). Kegiatan ini dilaksanakan bertujuan memberikan pelatihan pembuatan media pembelajaran berbasis AI dengan harapan dapat membantu para guru dalam menyiapkan materi atau bahan ajar pada bidang studi. Setelah dilaksanakan dan evaluasi kepada 54 responden dimana peserta diantaranya sebagian besar adalah para guru diperoleh hasil 34 dari 54 responden (63%) dapat meringankan dan membantu pekerjaan dalam membuat perangkat pembelajaran cepat dan akurat, 19 dari 54 responden (35%) dapat menambah pengetahuan, wawasan dan ilmu baru serta sisanya sekitar 2% masih jauh lebih baik merancang materi ajar sendiri sekalipun tidak menafikan perangkat kecerdasan buatan ini sebagai sesuatu yang baru dan bagus bagi para guru. Collapse",29 February 2024
Perkembangan Artificial Intelligence dan Tantangan Generasi Muda di Era Super Digitalized,"Pengabdian Pada Masyarakat ini memiliki tujuan untuk memberikan penjelasan, bahan referensi, membuka pemikiran, dan pemahaman mengenai perkembangan kecerdasan buatan untuk meningkatkan pengetahuan. Metode penelitian yang digunakan adalah metode deskriptif. Hasil dari penelitian ini adalah kecerdasan buatan sangat bermanfaat bagi kehidupan manusia untuk efisiensi aktivitas, pengambilan keputusan yang lebih akurat, analisis data, personalisasi pengalaman, peningkatan keamanan data sampai dengan peningkatan efisiensi proses inovasi. Perkembangan kecerdasan buatan telah mengalami pertumbuhan yang pesat dalam beberapa dekade terakhir dan ini memiliki dampak besar pada generasi muda di era super digitalisasi. Perkembangan kecerdasan buatan telah mengalami pertumbuhan yang pesat dalam beberapa dekade terakhir dan ini memiliki dampak besar pada generasi muda di era super digitalisasi. Adanya trend yang mempelajari dan memimikkan cara kerja otak manusia merupakan pusat pengembangan teknologi kecerdasan buatan yang dilakukan oleh berbagai lembaga riset dan korporasi dunia dan peranan kecerdasan buatan yang mampu melakukan tugas-tugas yang biasanya memerlukan kecerdasan manusia. 
This Community Service aims to provide explanations, reference materials, open thinking and understanding regarding the development of artificial intelligence to increase knowledge. The method used is descriptive method. The results of this research are that artificial intelligence is very beneficial for human life for the efficiency of activities, more accurate decision making, data analysis, personalization of experiences, increasing data security and increasing the efficiency of innovation processes. The development of artificial intelligence has experienced rapid growth in the last few decades and this has had a major impact on the younger generation in the era of super digitalization. The development of artificial intelligence has experienced rapid growth in the last few decades and this has had a major impact on the younger generation in the era of super digitalization. The trend of studying and thinking about how the human brain works is at the center of the development of artificial intelligence technology carried out by various research institutions and world corporations and the role of artificial intelligence which is able to carry out tasks that usually require human intelligence Collapse",2024
INTEGRASI TEKNOLOGI DIGITAL DAN AI DALAM MEMPERKUAT AKUNTABILITAS PADA OPERASI MANAJEMEN RANTAI PASOKAN: ANALISIS LITERATUR SISTEMATIS,"Digitalisasi dan kecerdasan buatan (AI) telah membawa perubahan signifikan dalam berbagai aspek manajemen bisnis, terutama dalam manajemen rantai pasokan. Teknologi ini memiliki potensi besar untuk merevolusi optimalisasi rantai pasokan dengan meningkatkan transparansi, pemantauan real-time, serta pengambilan keputusan yang lebih akurat. Selain itu, digitalisasi dan AI juga memperkuat kolaborasi dan komunikasi antar pemangku kepentingan, serta memperbaiki perencanaan dan perkiraan, sehingga mendukung keberlanjutan operasional. Melalui analisis bibliometrik dan tinjauan literatur sistematis, yang menggunakan database SCOPUS dan Google Scholar, studi ini memetakan tren publikasi, mengeksplorasi hubungan antara digitalisasi, AI, dan akuntabilitas dalam manajemen rantai pasokan. Hasilnya menunjukkan bahwa digitalisasi dan AI tidak hanya berkontribusi terhadap efisiensi operasional tetapi juga memperkuat akuntabilitas dan keberlanjutan rantai pasokan. Penelitian ini menyoroti celah penelitian yang masih ada terkait penerapan digitalisasi dan AI terhadap keberlanjutan dan memberikan rekomendasi untuk penelitian lebih lanjut dalam mengembangkan kerangka kerja yang lebih komprehensif untuk mengukur dampak teknologi ini. Collapse",12 December 2024
Confident Learning pada IndoBERT: Peningkatan Kinerja Klasifikasi Sentimen,"Dalam era perkembangan kecerdasan buatan (AI) yang pesat, masalah ketidakpastian dalam label dataset telah menjadi salah satu tantangan utama yang mengancam keberlanjutan AI. Penelitian ini mengkaji peningkatan kinerja model IndoBERT dalam analisis sentimen bahasa Indonesia dengan mengintegrasikan metode Confident Learning (CL). IndoBERT, sebagai adaptasi BERT untuk bahasa Indonesia, menunjukkan kinerja yang baik namun dipengaruhi oleh ketidakpastian label. CL diterapkan untuk memperbaiki label yang salah dan meningkatkan akurasi model. Hasilnya, IndoBERT + CL menunjukkan peningkatan akurasi dari 85,15% menjadi 86,03%, dengan perbaikan pada presisi, recall, dan F1 score masing-masing menjadi 87,93%, 85,00%, dan 86,44%. Hasil confusion matrix juga menunjukkan bahwa IndoBERT + CL lebih akurat dalam mengidentifikasi label positif. Penelitian ini menegaskan pentingnya penerapan CL untuk meningkatkan kualitas label dan performa model NLP dalam analisis sentimen. Collapse",29 October 2024
Pelatihan Penggunaan AI dalam Pengajaran Bahasa Inggris bagi Guru MGMP Bahasa Inggris Kabupaten Bantul,"Perkembangan teknologi kecerdasan buatan (AI) membuka peluang baru dalam pengajaran bahasa Inggris. Pelatihan penggunaan AI dalam pengajaran bahasa Inggris bagi guru MGMP Bahasa Inggris Kabupaten Bantul dilaksanakan untuk meningkatkan pemahaman dan keterampilan guru dalam mengintegrasikan AI secara efektif dalam proses pengajaran. Pelatihan ini menggunakan metode pelaksanaan yang komprehensif, interaktif, dan berfokus pada hasil jangka panjang, terbagi menjadi 5 tahap: persiapan, pelaksanaan, evaluasi & monitoring, pelaporan, dan tindak lanjut. Pelatihan diikuti oleh 58 guru anggota MGMP Bahasa Inggris Kabupaten Bantul. Hasil kuesioner menunjukkan tingkat kepuasan peserta yang sangat tinggi (rata-rata skor 4,91 dari skala 5), pemahaman etis yang baik tentang penggunaan AI (skor rata-rata 4,74), inspirasi untuk menggunakan AI di kelas (skor rata-rata 4,65), dan keinginan untuk berbagi pengetahuan AI dengan rekan guru lain (skor rata-rata 4,74). Pelatihan ini berhasil meningkatkan kompetensi guru dalam mengintegrasikan AI dalam pengajaran bahasa Inggris dan mendorong adopsi teknologi pendidikan yang inovatif dan efektif secara berkelanjutan. Collapse",26 August 2024
Penggunaan Chat GPT dalam Pembelajaran Bahasa: Perspektif Mahasiswa Tadris Bahasa Indonesia IAIN Madura,"Ilmu pengetahuan dan teknologi semakin berkembang dan memperngaruhi kegiata belajar mengajar. Penelitian ini bertujuan mengeksplorasi perspektif mahasiswa Tadris Bahasa Indonesia IAIN Madura terhadap penggunaan Chat GPT dalam pembelajaran bahasa. Chat GPT sebagai aplikasi kecerdasan buatan (AI) menawarkan berbagai manfaat dalam proses pembelajaran, termasuk membantu menyelesaikan tugas, memahami materi, dan meningkatkan keterampilan bahasa. Penelitian ini menggunakan pendekatan metode campuran kuantitatif dan kualitatif. Metode pengumpulan data kuantitatif dengan angket yang disebarkan ke mahasiswa. Sedangkan kualitatif melalui wawancaran, observasi, dokumentasi. Hasil penelitian ini menunjukkan bahwa Chat GPT memiliki dampak positif signifikan, membantu mahasiswa dalam mengerjakan tugas dan mencari referensi materi. Frekuensi penggunaannya bervariasi, dengan sumber informasi utama dari teman dan media sosial. Mayoritas mahasiswa merasa terbantu dan menilai positif penggunaan Chat GPT, meskipun ada tantangan dalam menilai keakuratan informasi. Sebagian besar responden merasa bahwa Chat GPT cukup atau sangat mempengaruhi hasil belajar dan membantu memahami materi, serta efektif dalam pengembangan keterampilan menulis. Collapse",18 August 2024
Analisis Sentimen Aplikasi ChatGPT Mobile Menggunakan Agoritma Naïve Bayes,"Aplikasi kecerdasan buatan semakin banyak digunakan, termasuk aplikasi ChatGPT. Aplikasi ini merupakan sebuah model bahasa generatif yang dikembangkan oleh OpenAI. Tujuan utama penelitian adalah untuk memahami bagaimana pengguna merespon aplikasi ini melalui ulasan di Google Play Store. Secara khusus, penelitian ini mencermati kata-kata yang sering muncul dalam ulasan positif dan negatif serta memberikan penilaian terhadap kenyamanan penggunaan, responsivitas antarmuka, dan manfaat yang diperoleh dari interaksi dengan model Bahasa tersebut. Digunakan metode pendekatan KDD dan algoritma Naïve Bayes untuk melangsungkan proses penelitian.berdasarkan 2.238 ulasan di Google Play Store, ditemukan mayoritas ulasan (87%) adalah positif. Pengguna menyoroti kenyamanan penggunaan, responsivitas antarmuka, dan manfaat yang diperoleh dari interaksi dengan model Bahasa. Namun, ada juga ulasan netral (5%) yang memberikan tanggapan baik dan buruk terhadap aplikasi. Selain itu, terdapat ulasan negatif (8%) yang menyoroti ketidaktepatan jawaban model. Evaluasi algoritma klasifikasi Naïve Bayes menunjukkan performa yang sangat baik. Pada skenario 80:20, diperoleh akurasi sebesar 94%, presisi 94%, recall 99%, dan F1-Score 97%. Temuan penelitian ini menunjukkan bahwa ChatGPT memiliki potensi yang besar untuk menjadi aplikasi kecerdasan buatan yang bermanfaat. Namun, pengembang aplikasi perlu memfokuskan peningkatan akurasi jawaban model untuk mengatasi kritik dari pengguna. Collapse",31 July 2024
